Timestamp,Load_kW,Solar_kW,Solar_utilized_kW,Grid_Import_kW,Grid_Export_kW,Battery_Charge_kW,Battery_Discharge_kW,Battery_Net_kW,SOC_kWh
2025-03-01 13:00:00,1.0278,2.1187,2.1187,0.0,0.0,1.0909,0.0,1.0909,5.3561
2025-03-01 14:00:00,1.0104,2.067,2.067,0.0,0.0,1.0566,0.0,1.0566,6.3598
2025-03-01 15:00:00,1.0091,1.9675,1.9675,0.0,0.0,0.9584,0.0,0.9584,7.2703
2025-03-01 16:00:00,1.1918,1.3868,1.3868,0.8738,0.0,1.0688,0.0,1.0688,8.2856
2025-03-01 17:00:00,1.7299,0.884,0.884,0.0,0.0,0.0,0.8459,-0.8459,7.3952
2025-03-01 18:00:00,1.6757,0.0,0.0,0.0,0.0,0.0,1.6757,-1.6757,5.6313
2025-03-01 19:00:00,1.7051,0.0,0.0,0.0,0.0,0.0,1.7051,-1.7051,3.8365
2025-03-01 20:00:00,1.7379,0.0,0.0,0.0,0.0,0.0,1.7379,-1.7379,2.0071
2025-03-01 21:00:00,0.9567,0.0,0.0,0.0,0.0,0.0,0.9567,-0.9567,1.0
2025-03-01 22:00:00,1.1644,0.0,0.0,1.1644,0.0,0.0,0.0,0.0,1.0
2025-03-01 23:00:00,0.9265,0.0,0.0,0.9265,0.0,0.0,0.0,0.0,1.0
