Timestamp,Battery_Charge_kW,Battery_Discharge_kW,SOC_kWh,Load_kW,Solar_kW,Grid_Import_kW,Grid_Export_kW
2025-02-24 13:00:00,0.552,0.0,4.5891,1.0273,1.5794,0.0,0.0
2025-02-24 14:00:00,0.9143,0.0,5.4577,1.0005,1.9148,0.0,0.0
2025-02-24 15:00:00,1.0418,0.0,6.4473,1.0668,2.1086,0.0,0.0
2025-02-24 16:00:00,2.8626,0.0,9.1669,1.3726,1.5689,2.6664,0.0
2025-02-24 17:00:00,0.0,1.0697,8.0408,1.9151,0.8454,0.0,0.0
2025-02-24 18:00:00,0.0,1.835,6.1093,1.835,0.0,0.0,0.0
2025-02-24 19:00:00,0.0,1.9566,4.0497,1.9566,0.0,0.0,0.0
2025-02-24 20:00:00,0.0,1.8412,2.1116,1.8412,0.0,0.0,0.0
2025-02-24 21:00:00,0.0,1.056,1.0,1.056,0.0,0.0,0.0
2025-02-25 09:00:00,0.426,0.0,1.4047,1.6779,2.1039,0.0,0.0
2025-02-25 10:00:00,0.5832,0.0,1.9587,1.6364,2.2196,0.0,0.0
2025-02-25 11:00:00,0.8996,0.0,2.8133,1.1599,2.0594,0.0,0.0
2025-02-25 12:00:00,0.8316,0.0,3.6033,1.1508,1.9824,0.0,0.0
2025-02-25 13:00:00,0.9409,0.0,4.4971,1.1028,2.0437,0.0,0.0
2025-02-25 14:00:00,1.1385,0.0,5.5787,1.0234,2.1619,0.0,0.0
2025-02-25 15:00:00,1.1728,0.0,6.6928,1.0703,2.2431,0.0,0.0
2025-02-25 16:00:00,2.8997,0.0,9.4476,1.5747,1.645,2.8295,0.0
2025-02-25 17:00:00,0.0,1.13,8.2581,1.8771,0.7471,0.0,0.0
2025-02-25 18:00:00,0.0,1.948,6.2077,1.948,0.0,0.0,0.0
2025-02-25 19:00:00,0.0,1.9159,4.1909,1.9159,0.0,0.0,0.0
2025-02-25 20:00:00,0.0,1.9254,2.1642,1.9254,0.0,0.0,0.0
2025-02-25 21:00:00,0.0,1.106,1.0,1.106,0.0,0.0,0.0
2025-02-26 09:00:00,0.5451,0.0,1.5178,1.5235,2.0685,0.0,0.0
2025-02-26 10:00:00,0.813,0.0,2.2902,1.4738,2.2868,0.0,0.0
2025-02-26 11:00:00,0.6025,0.0,2.8625,1.1358,1.7383,0.0,0.0
2025-02-26 12:00:00,0.75,0.0,3.5751,1.1962,1.9462,0.0,0.0
2025-02-26 13:00:00,0.695,0.0,4.2353,1.044,1.739,0.0,0.0
2025-02-26 14:00:00,0.7045,0.0,4.9046,1.0444,1.7489,0.0,0.0
2025-02-26 15:00:00,1.0486,0.0,5.9008,1.1653,2.2139,0.0,0.0
2025-02-26 16:00:00,3.337,0.0,9.0709,1.5599,1.4572,3.4397,0.0
2025-02-26 17:00:00,0.0,0.9964,8.0221,1.8091,0.8127,0.0,0.0
2025-02-26 18:00:00,0.0,1.8876,6.0351,1.8876,0.0,0.0,0.0
2025-02-26 19:00:00,0.0,1.9176,4.0166,1.9176,0.0,0.0,0.0
2025-02-26 20:00:00,0.0,1.8465,2.0729,1.8465,0.0,0.0,0.0
2025-02-26 21:00:00,0.0,1.0193,1.0,1.0193,0.0,0.0,0.0
2025-02-27 09:00:00,0.7011,0.0,1.666,1.3495,2.0506,0.0,0.0
2025-02-27 10:00:00,0.4897,0.0,2.1312,1.6723,2.162,0.0,0.0
2025-02-27 11:00:00,0.8638,0.0,2.9519,1.0916,1.9554,0.0,0.0
2025-02-27 12:00:00,0.5472,0.0,3.4716,1.0237,1.5708,0.0,0.0
2025-02-27 13:00:00,0.8226,0.0,4.2532,1.0803,1.9029,0.0,0.0
2025-02-27 14:00:00,0.8947,0.0,5.1031,1.0324,1.927,0.0,0.0
2025-02-27 15:00:00,0.729,0.0,5.7956,1.0658,1.6746,0.1202,0.0
2025-02-27 16:00:00,3.5,0.0,9.1206,1.3097,1.3694,3.4402,0.0
2025-02-27 17:00:00,0.0,0.9173,8.1551,1.8254,0.9081,0.0,0.0
2025-02-27 18:00:00,0.0,1.9235,6.1303,1.9235,0.0,0.0,0.0
2025-02-27 19:00:00,0.0,1.8177,4.2169,1.8177,0.0,0.0,0.0
2025-02-27 20:00:00,0.0,1.9949,2.1171,1.9949,0.0,0.0,0.0
2025-02-27 21:00:00,0.0,1.0612,1.0,1.0612,0.0,0.0,0.0
2025-02-28 09:00:00,0.8225,0.0,1.7814,1.362,2.1845,0.0,0.0
2025-02-28 10:00:00,1.3526,0.0,3.0663,1.3138,2.6663,0.0,0.0
2025-02-28 11:00:00,1.085,0.0,4.0971,1.0015,2.0866,0.0,0.0
2025-02-28 12:00:00,0.5428,0.0,4.6127,1.012,1.5548,0.0,0.0
2025-02-28 13:00:00,1.2824,0.0,5.831,1.1176,2.4,0.0,0.0
2025-02-28 14:00:00,0.6371,0.0,6.4362,1.1189,1.7559,0.0,0.0
2025-02-28 15:00:00,1.2828,0.0,7.6549,1.1764,2.4592,0.0,0.0
2025-02-28 16:00:00,1.836,0.0,9.3991,1.4286,1.0372,2.2274,0.0
2025-02-28 17:00:00,0.0,1.0281,8.3169,1.8022,0.7741,0.0,0.0
2025-02-28 18:00:00,0.0,1.963,6.2506,1.963,0.0,0.0,0.0
2025-02-28 19:00:00,0.0,1.8837,4.2678,1.8837,0.0,0.0,0.0
2025-02-28 20:00:00,0.0,1.8649,2.3047,1.8649,0.0,0.0,0.0
2025-02-28 21:00:00,0.0,1.2395,1.0,1.2395,0.0,0.0,0.0
2025-03-01 08:00:00,0.0237,0.0,1.0225,1.3953,1.419,0.0,0.0
2025-03-01 09:00:00,0.5621,0.0,1.5565,1.3655,1.9276,0.0,0.0
2025-03-01 10:00:00,0.5823,0.0,2.1097,1.3766,1.9588,0.0,0.0
2025-03-01 11:00:00,1.1513,0.0,3.2034,1.0172,2.1684,0.0,0.0
2025-03-01 12:00:00,1.1751,0.0,4.3197,0.991,2.1661,0.0,0.0
2025-03-01 13:00:00,1.0909,0.0,5.3561,1.0278,2.1187,0.0,0.0
2025-03-01 14:00:00,1.0566,0.0,6.3598,1.0104,2.067,0.0,0.0
2025-03-01 15:00:00,0.9584,0.0,7.2703,1.0091,1.9675,0.0,0.0
2025-03-01 16:00:00,1.0688,0.0,8.2856,1.1918,1.3868,0.8738,0.0
2025-03-01 17:00:00,0.0,0.8459,7.3952,1.7299,0.884,0.0,0.0
2025-03-01 18:00:00,0.0,1.6757,5.6313,1.6757,0.0,0.0,0.0
2025-03-01 19:00:00,0.0,1.7051,3.8365,1.7051,0.0,0.0,0.0
2025-03-01 20:00:00,0.0,1.7379,2.0071,1.7379,0.0,0.0,0.0
2025-03-01 21:00:00,0.0,0.9567,1.0,0.9567,0.0,0.0,0.0
